,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,category,latitude,longitude,is_pickup,is_delivery,is_restaurant_reservation,address1,address2,address3,city,zip_code,country,state,display_address
264,mW7z52CSr8IVgdvSzXv6qQ,hanki-everyday-korean-brooklyn,HANKI Everyday Korean,https://s3-media2.fl.yelpcdn.com/bphoto/fi4px2-yfZd-9F61N87OAg/o.jpg,False,https://www.yelp.com/biz/hanki-everyday-korean-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,105,4.0,$$,+17187683555,(718) 768-3555,4125.8696551081,Korean,40.6702019429,-73.9789868519,pickup,delivery,,226 7th Ave,,,Brooklyn,11215,US,NY,"['226 7th Ave', 'Brooklyn, NY 11215']"
265,a7BC1doUjNDqrqTaAMmfZg,bite-new-york,Bite,https://s3-media2.fl.yelpcdn.com/bphoto/TwZI7h0HzbdECV7Tv7WQWg/o.jpg,False,https://www.yelp.com/biz/bite-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,266,4.0,$,+12124310301,(212) 431-0301,2255.9916215714,Sandwiches,40.7257318645,-73.9946338116,pickup,delivery,,335 Lafayette St,,,New York,10012,US,NY,"['335 Lafayette St', 'New York, NY 10012']"
266,OYKNRBU-unLF-r0bRZwY3A,peaches-brooklyn,Peaches,https://s3-media4.fl.yelpcdn.com/bphoto/TY30LG0btdflVqZBSJwJSQ/o.jpg,False,https://www.yelp.com/biz/peaches-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1102,3.5,$$,+17189424162,(718) 942-4162,5674.2215449131,Southern,40.6818070319,-73.9346463688,pickup,delivery,,393 Lewis Ave,,,Brooklyn,11233,US,NY,"['393 Lewis Ave', 'Brooklyn, NY 11233']"
267,XsElXaLxUPKquI78poB8yw,maison-pickle-new-york,Maison Pickle,https://s3-media4.fl.yelpcdn.com/bphoto/AVfQDXs17sxfUWVz_z_0jQ/o.jpg,False,https://www.yelp.com/biz/maison-pickle-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,974,4.0,$$,+12124969100,(212) 496-9100,9171.9876502222,Cocktail Bars,40.7870043971,-73.9780229034,pickup,delivery,,2313 Broadway,,,New York,10024,US,NY,"['2313 Broadway', 'New York, NY 10024']"
268,yXK9VSId2tqYNmk-31jAEQ,naya-new-york-18,NAYA,https://s3-media2.fl.yelpcdn.com/bphoto/6ZLgoFVotPcI2GfLNBWW5Q/o.jpg,False,https://www.yelp.com/biz/naya-new-york-18?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,36,4.0,,+12129872222,(212) 987-2222,6155.5030997792,Lebanese,40.75885,-73.97504,pickup,delivery,,488 Madison Ave,,,New York,10022,US,NY,"['488 Madison Ave', 'New York, NY 10022']"
269,-pcCiCeyK4cvLtnkcF9T5Q,mekelburgs-domino-brooklyn,Mekelburg's Domino,https://s3-media2.fl.yelpcdn.com/bphoto/Jdn98-r1mihINsWa1cnBaA/o.jpg,False,https://www.yelp.com/biz/mekelburgs-domino-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,44,4.0,$$,+19294576315,(929) 457-6315,2474.1089592056,Bars,40.7137122861,-73.9671562005,pickup,delivery,,319 Kent Ave,,,Brooklyn,11249,US,NY,"['319 Kent Ave', 'Brooklyn, NY 11249']"
270,iXtZQ7twXQiv7j2ZdxZqUg,burritos-y-mas-ny-tex-mex-new-york,Burritos y Mas NY Tex-Mex,https://s3-media1.fl.yelpcdn.com/bphoto/36Rnx5abnSNJSanmKHq7_g/o.jpg,False,https://www.yelp.com/biz/burritos-y-mas-ny-tex-mex-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,159,4.0,$,+16469187478,(646) 918-7478,10032.1136806745,Tex-Mex,40.7887686998,-73.9486259859,pickup,delivery,,1571 Lexington Ave,,,New York,10029,US,NY,"['1571 Lexington Ave', 'New York, NY 10029']"
271,nkfUKb7oWQt54Uz9VQLhUg,butcher-bar-astoria-2,Butcher Bar,https://s3-media3.fl.yelpcdn.com/bphoto/YoSvEyWbrp9g4Yn4IILE9w/o.jpg,False,https://www.yelp.com/biz/butcher-bar-astoria-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1990,4.0,$$,+17186068140,(718) 606-8140,9270.7198721249,Barbeque,40.76431,-73.9164,pickup,delivery,,37-10 30th Ave,,,Astoria,11103,US,NY,"['37-10 30th Ave', 'Astoria, NY 11103']"
272,Scs2L-4imyt_lorJ6biFKA,while-in-kathmandu-ridgewood,While In Kathmandu,https://s3-media2.fl.yelpcdn.com/bphoto/sXYT_PwSDFK39fMhQuiTtQ/o.jpg,False,https://www.yelp.com/biz/while-in-kathmandu-ridgewood?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,135,4.5,$$,+17183863416,(718) 386-3416,7388.8697391716,Cafes,40.7020642,-73.9067213,pickup,delivery,,758 Seneca Ave,,,Ridgewood,11385,US,NY,"['758 Seneca Ave', 'Ridgewood, NY 11385']"
273,0zcgBHXbaJn0ZxgpcTJ1aQ,nostrand-cafe-bedford-stuyvesant,Nostrand Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/svDue-WeWJImXRsYNTvknQ/o.jpg,False,https://www.yelp.com/biz/nostrand-cafe-bedford-stuyvesant?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,105,4.5,$$,+17189758588,(718) 975-8588,4028.5716941023,Korean,40.68978,-73.951142,pickup,delivery,,261 Nostrand Ave,,,Bedford-Stuyvesant,11216,US,NY,"['261 Nostrand Ave', 'Bedford-Stuyvesant, NY 11216']"
274,MwcRbM6lS6_8N67LmyBELA,99-cent-fresh-pizza-new-york-5,99 Cent Fresh Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/yy7ZIhBQiVIsoBINay-MIg/o.jpg,False,https://www.yelp.com/biz/99-cent-fresh-pizza-new-york-5?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,520,4.0,$,+12122452155,(212) 245-2155,6652.6831376487,Pizza,40.76458,-73.98247,,,,1723 Broadway,,,New York,10019,US,NY,"['1723 Broadway', 'New York, NY 10019']"
275,pFBNTJpy1eWmfu6aQ8e1YA,cuchifritos-new-york-2,Cuchifritos,https://s3-media3.fl.yelpcdn.com/bphoto/pzajvQ1o8XGWxBsJXJH_Ug/o.jpg,False,https://www.yelp.com/biz/cuchifritos-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,167,3.5,$,+12128764846,(212) 876-4846,11233.687953987,Latin American,40.79804,-73.941,,,,168 E 116th St,,,New York,10029,US,NY,"['168 E 116th St', 'New York, NY 10029']"
276,2FgUndzCT_jJATbmrBDVBg,paulie-gees-slice-shop-brooklyn,Paulie Gee's Slice Shop,https://s3-media4.fl.yelpcdn.com/bphoto/So5FTaF3_Sf0fWYLhQ-Ofw/o.jpg,False,https://www.yelp.com/biz/paulie-gees-slice-shop-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,178,4.0,$,,,4034.9878588197,Pizza,40.72836,-73.9572,,,,110 Franklin St,,,Brooklyn,11222,US,NY,"['110 Franklin St', 'Brooklyn, NY 11222']"
277,Pfjb9Rn5Th7R-pLXVARwlA,jin-ramen-west-harlem-new-york,Jin Ramen - West Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/6-jIeKxS70Kl5X9qLHLrhQ/o.jpg,False,https://www.yelp.com/biz/jin-ramen-west-harlem-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1068,4.0,$$,+16465592862,(646) 559-2862,12595.6052671464,Ramen,40.8154774,-73.9587672,pickup,delivery,restaurant_reservation,3183 Broadway,,,New York,10027,US,NY,"['3183 Broadway', 'New York, NY 10027']"
278,7CM15wd5d8WC_pHR674YXA,hummus-kitchen-new-york-6,Hummus Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/i9vsSCLVbqYy3DmfIl6SUw/o.jpg,False,https://www.yelp.com/biz/hummus-kitchen-new-york-6?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,833,4.0,$$,+12129880090,(212) 988-0090,8620.269197766,Mediterranean,40.7763650432,-73.9529693361,pickup,delivery,restaurant_reservation,1613 2nd Ave,,,New York,10028,US,NY,"['1613 2nd Ave', 'New York, NY 10028']"
279,ONQRhDuWv0e9R5xOiI7YAA,gyu-kaku-japanese-bbq-new-york-3,Gyu-Kaku Japanese BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/AknFpvF1NI1KRacM-Id-SA/o.jpg,False,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york-3?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1231,4.0,$$,+16466929115,(646) 692-9115,5987.4733054539,Japanese,40.75908,-73.98989,,,,321 W 44th St,Unit 103,,New York,10036,US,NY,"['321 W 44th St', 'Unit 103', 'New York, NY 10036']"
280,Uv13OfDr0fm5Jk2Dk4uFvQ,hanks-juicy-beef-new-york-4,Hank's Juicy Beef,https://s3-media1.fl.yelpcdn.com/bphoto/SsEvHJKFjH6GYoga1v53YQ/o.jpg,False,https://www.yelp.com/biz/hanks-juicy-beef-new-york-4?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,249,4.5,$$,+16468288996,(646) 828-8996,1471.8754778446,American (New),40.7143487,-74.0072147,pickup,delivery,,84 Chambers St,,,New York,10007,US,NY,"['84 Chambers St', 'New York, NY 10007']"
281,lKxmH-hQ6ezKbq4URKrd-Q,may-wah-fast-food-new-york-3,May Wah Fast Food,https://s3-media1.fl.yelpcdn.com/bphoto/-yXFJdbLspki2pqG-eeKgA/o.jpg,False,https://www.yelp.com/biz/may-wah-fast-food-new-york-3?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,341,4.0,$,+12129256428,(212) 925-6428,1461.0016942873,Chinese,40.71825,-73.99842,pickup,delivery,,190 Hester St,,,New York,10013,US,NY,"['190 Hester St', 'New York, NY 10013']"
282,nOjGNqPcu5jHRRElOndQqQ,red-hook-lobster-pound-brooklyn,Red Hook Lobster Pound,https://s3-media2.fl.yelpcdn.com/bphoto/rYaVKQoSIDiK7PHgQMGIRQ/o.jpg,False,https://www.yelp.com/biz/red-hook-lobster-pound-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1065,4.0,$$,+17188587650,(718) 858-7650,3160.4176259685,Seafood,40.6797687107,-74.0103686973,pickup,delivery,,284 Van Brunt St,,,Brooklyn,11231,US,NY,"['284 Van Brunt St', 'Brooklyn, NY 11231']"
283,oTkzgr7hzOAdlP99Auj3GQ,momosan-ramen-and-sake-new-york-2,Momosan Ramen & Sake,https://s3-media1.fl.yelpcdn.com/bphoto/Z6hFFtvLlEIf5SqwxckvmQ/o.jpg,False,https://www.yelp.com/biz/momosan-ramen-and-sake-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1635,4.0,$$,+16462015529,(646) 201-5529,5145.5194532623,Ramen,40.74993,-73.97746,,,,342 Lexington Ave,,,New York,10016,US,NY,"['342 Lexington Ave', 'New York, NY 10016']"
284,Dqp5Itsj9dN0Ewz8Gm853g,philippe-downtown-new-york,Philippe Downtown,https://s3-media3.fl.yelpcdn.com/bphoto/ubaz4oXrubP4uk0oT_J6PQ/o.jpg,False,https://www.yelp.com/biz/philippe-downtown-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,97,4.0,$$$,+12128859400,(212) 885-9400,4173.9673327718,Chinese,40.74213,-74.0038,pickup,delivery,,355 W 16th St,,,New York,10011,US,NY,"['355 W 16th St', 'New York, NY 10011']"
285,hXqf7aEgI4feEzHDpNXHLQ,poketeria-new-york,Poketeria,https://s3-media2.fl.yelpcdn.com/bphoto/2Kwy1445L0kJ8S7cqjIKag/o.jpg,False,https://www.yelp.com/biz/poketeria-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,317,4.5,$$,+12126898985,(212) 689-8985,5007.2957098537,Poke,40.7496948,-73.9831894,pickup,delivery,,3 E 36th St,,,New York,10016,US,NY,"['3 E 36th St', 'New York, NY 10016']"
286,80dIz6llWEew4No641ZQKQ,burger-heights-new-york-2,Burger Heights,https://s3-media1.fl.yelpcdn.com/bphoto/raSaePqLe9TdwJghNgfxHg/o.jpg,False,https://www.yelp.com/biz/burger-heights-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,397,4.0,$,+12129511984,(212) 951-1984,16870.259568305,Burgers,40.85022,-73.93451,pickup,delivery,,177 Wadsworth Ave,,,New York,10033,US,NY,"['177 Wadsworth Ave', 'New York, NY 10033']"
287,YY-qRDgWpHM4Rf7PZ2zwmw,little-tong-noodle-shop-new-york-5,Little Tong Noodle Shop,https://s3-media3.fl.yelpcdn.com/bphoto/B5y2sQELLES52cDIslBIXw/o.jpg,False,https://www.yelp.com/biz/little-tong-noodle-shop-new-york-5?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,93,4.0,$$,+19293830465,(929) 383-0465,6179.1078381305,Noodles,40.75721,-73.96799,pickup,delivery,,235 E 53rd St,,,New York,10022,US,NY,"['235 E 53rd St', 'New York, NY 10022']"
288,6AWiJUeP4FINQF48az-bkQ,pasta-eater-new-york,Pasta Eater,https://s3-media1.fl.yelpcdn.com/bphoto/QSd1UuBeQjJKuiCOq7uj2Q/o.jpg,False,https://www.yelp.com/biz/pasta-eater-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,91,4.5,$$,+12126275910,(212) 627-5910,3599.1661419419,Italian,40.73765,-73.99134,,,,9 E 17th St,,,New York,10003,US,NY,"['9 E 17th St', 'New York, NY 10003']"
289,_c0MxccsmIBZcGLJpb4nSA,nana-thai-street-new-york,NaNa Thai Street,https://s3-media2.fl.yelpcdn.com/bphoto/scVeDpNKRBwnA_5iQWggAw/o.jpg,False,https://www.yelp.com/biz/nana-thai-street-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,88,4.5,$$,+12124207500,(212) 420-7500,3830.8073292538,Thai,40.73954,-73.98854,pickup,delivery,,31 E 21st St,,,New York,10010,US,NY,"['31 E 21st St', 'New York, NY 10010']"
290,UinIRaZuSSYlLrOrhy2V0Q,catfish-brooklyn-2,Catfish,https://s3-media3.fl.yelpcdn.com/bphoto/x1Vd1a1-kZ84aonypQoIkw/o.jpg,False,https://www.yelp.com/biz/catfish-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,710,4.0,$$,+13473053233,(347) 305-3233,4889.5623525438,Bars,40.674106,-73.953529,,,,1433 Bedford Ave,,,Brooklyn,11216,US,NY,"['1433 Bedford Ave', 'Brooklyn, NY 11216']"
291,IdHZfmpp8MmQ4_KZL2qXbg,makiinny-new-york-3,MAKIINNY,https://s3-media2.fl.yelpcdn.com/bphoto/dMWjzqNSnW6Y5rQ8JjJBxg/o.jpg,False,https://www.yelp.com/biz/makiinny-new-york-3?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,43,5.0,,+12126734610,(212) 673-4610,2566.7846765766,Thai,40.72831,-73.98914,pickup,delivery,,32 E7th St,Front 2,,New York,10003,US,NY,"['32 E7th St', 'Front 2', 'New York, NY 10003']"
292,8_NilECM6qg_L7WYb25uNw,luchadores-new-york,Luchadores,https://s3-media2.fl.yelpcdn.com/bphoto/ejJkHsWdOa7kkJ2tYfewdQ/o.jpg,False,https://www.yelp.com/biz/luchadores-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,71,3.5,,+19174093033,(917) 409-3033,832.4915733862,Mexican,40.70582,-74.00411,pickup,delivery,,87 South St,,,New York,10038,US,NY,"['87 South St', 'New York, NY 10038']"
293,NXZFu7KHBrG02gzYneY5Xg,ugly-kitchen-new-york,Ugly Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/kR7MHEaz1lX-qbJ5jPuYBg/o.jpg,False,https://www.yelp.com/biz/ugly-kitchen-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,620,4.0,$$,+12127776677,(212) 777-6677,2457.9699686874,Bars,40.7266856651,-73.9862178981,restaurant_reservation,,,103 1st Ave,,,New York,10003,US,NY,"['103 1st Ave', 'New York, NY 10003']"
294,qVlDLz8Ri-ThAFJgYHuQ9A,omusubi-gonbei-new-york-3,Omusubi Gonbei,https://s3-media1.fl.yelpcdn.com/bphoto/2MxgyQGfhCqM2vGhyz7Rrg/o.jpg,False,https://www.yelp.com/biz/omusubi-gonbei-new-york-3?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,46,4.5,$,+19174727168,(917) 472-7168,5252.4293513077,Japanese,40.750818699999996,-73.9769974,,,,120 E 41st St,,,New York,10017,US,NY,"['120 E 41st St', 'New York, NY 10017']"
295,yW1hMW6mKHrEkUwX68M6FQ,le-petit-parisien-new-york-3,Le Petit Parisien,https://s3-media2.fl.yelpcdn.com/bphoto/ayj-W_3nQ0fiYG1qFBJatg/o.jpg,False,https://www.yelp.com/biz/le-petit-parisien-new-york-3?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,12,4.5,,+19172620524,(917) 262-0524,11510.2309162913,Coffee & Tea,40.803186,-73.949295,pickup,delivery,,151 Malcolm X Blvd,,,New York,10026,US,NY,"['151 Malcolm X Blvd', 'New York, NY 10026']"
296,znlol6dCKwjoXpZZwV_ZOg,nacho-macho-taco-brooklyn,Nacho Macho Taco,https://s3-media2.fl.yelpcdn.com/bphoto/cgpHcbT0VGJvMU0StlYy0w/o.jpg,False,https://www.yelp.com/biz/nacho-macho-taco-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,171,4.5,$,+17186228282,(718) 622-8282,3091.6415000519,Mexican,40.680609,-73.977808,pickup,delivery,,82 5th Ave,,,Brooklyn,11217,US,NY,"['82 5th Ave', 'Brooklyn, NY 11217']"
297,oXnJEg_AScyrR1lO4dnAfw,the-wheelhouse-brooklyn-2,The Wheelhouse,https://s3-media3.fl.yelpcdn.com/bphoto/3n8wWZt6isA7Y13-2MO_2w/o.jpg,False,https://www.yelp.com/biz/the-wheelhouse-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,273,4.0,$$,+17184839970,(718) 483-9970,5939.2295582806,American (New),40.700122,-73.924188,pickup,delivery,,165 Wilson Ave,,,Brooklyn,11237,US,NY,"['165 Wilson Ave', 'Brooklyn, NY 11237']"
298,eQKYZWnBjPUjINAnFmrmbA,p-f-changs-west-new-york-2,P.F. Chang's,https://s3-media2.fl.yelpcdn.com/bphoto/FZ9xG6s_J4ysHvmguWiG-g/o.jpg,False,https://www.yelp.com/biz/p-f-changs-west-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,453,3.0,$$,+12018667790,(201) 866-7790,8419.2093545983,Chinese,40.7802677928,-74.0095958082,,,,10 Port Imperial Blvd,,,West New York,7093,US,NJ,"['10 Port Imperial Blvd', 'West New York, NJ 07093']"
299,1Q3oaJahyGRogDWgpo7PIw,five-leaves-brooklyn-2,Five Leaves,https://s3-media1.fl.yelpcdn.com/bphoto/vSBFMjqIMtD2vpOV2s6Wfw/o.jpg,False,https://www.yelp.com/biz/five-leaves-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1599,4.0,$$,+17183835345,(718) 383-5345,4132.4423198804,American (New),40.7237183094,-73.9515986363,,,,18 Bedford Ave,,,Brooklyn,11222,US,NY,"['18 Bedford Ave', 'Brooklyn, NY 11222']"
300,znlol6dCKwjoXpZZwV_ZOg,nacho-macho-taco-brooklyn,Nacho Macho Taco,https://s3-media2.fl.yelpcdn.com/bphoto/cgpHcbT0VGJvMU0StlYy0w/o.jpg,False,https://www.yelp.com/biz/nacho-macho-taco-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,171,4.5,$,+17186228282,(718) 622-8282,3091.6415000519,Mexican,40.680609,-73.977808,pickup,delivery,,82 5th Ave,,,Brooklyn,11217,US,NY,"['82 5th Ave', 'Brooklyn, NY 11217']"
301,oXnJEg_AScyrR1lO4dnAfw,the-wheelhouse-brooklyn-2,The Wheelhouse,https://s3-media3.fl.yelpcdn.com/bphoto/3n8wWZt6isA7Y13-2MO_2w/o.jpg,False,https://www.yelp.com/biz/the-wheelhouse-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,273,4.0,$$,+17184839970,(718) 483-9970,5939.2295582806,American (New),40.700122,-73.924188,pickup,delivery,,165 Wilson Ave,,,Brooklyn,11237,US,NY,"['165 Wilson Ave', 'Brooklyn, NY 11237']"
302,eQKYZWnBjPUjINAnFmrmbA,p-f-changs-west-new-york-2,P.F. Chang's,https://s3-media2.fl.yelpcdn.com/bphoto/FZ9xG6s_J4ysHvmguWiG-g/o.jpg,False,https://www.yelp.com/biz/p-f-changs-west-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,453,3.0,$$,+12018667790,(201) 866-7790,8419.2093545983,Chinese,40.7802677928,-74.0095958082,,,,10 Port Imperial Blvd,,,West New York,7093,US,NJ,"['10 Port Imperial Blvd', 'West New York, NJ 07093']"
303,1Q3oaJahyGRogDWgpo7PIw,five-leaves-brooklyn-2,Five Leaves,https://s3-media1.fl.yelpcdn.com/bphoto/vSBFMjqIMtD2vpOV2s6Wfw/o.jpg,False,https://www.yelp.com/biz/five-leaves-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1599,4.0,$$,+17183835345,(718) 383-5345,4132.4423198804,American (New),40.7237183094,-73.9515986363,,,,18 Bedford Ave,,,Brooklyn,11222,US,NY,"['18 Bedford Ave', 'Brooklyn, NY 11222']"
304,OwH9eXxsBeeYl8s7TXUBiA,san-blas-brooklyn-2,San Blas,https://s3-media2.fl.yelpcdn.com/bphoto/v7YYiKdEy22XHGjgBTC0uQ/o.jpg,False,https://www.yelp.com/biz/san-blas-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,47,4.5,$$,+19292980292,(929) 298-0292,1220.7158195781,New Mexican Cuisine,40.69452,-73.99371,pickup,delivery,,140 Montague St,Brooklyn,,Brooklyn,11201,US,NY,"['140 Montague St', 'Brooklyn', 'Brooklyn, NY 11201']"
305,1L5gZecCOPs-hoIjms-JxQ,bahia-restaurant-brooklyn-2,Bahia Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/mtlQSSUo5Y3yTd9KsN8XPw/o.jpg,False,https://www.yelp.com/biz/bahia-restaurant-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,239,4.0,$$,+17182189592,(718) 218-9592,4209.8221456276,Salvadoran,40.7114296,-73.9449692,pickup,delivery,,690 Grand St,,,Brooklyn,11211,US,NY,"['690 Grand St', 'Brooklyn, NY 11211']"
